Symbol,ETF Name,Total Assets,YTD,Avg Volume,Previous Closing Price,1-Day Change,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
TAGG,T. Rowe Price QM U.S. Bond ETF,"$36,478",-10.68%,805,$43.19,0.77%,0.66%,2.90%,-10.93%,N/A,N/A,"$4,798,514.78",$0.00,"-$1,061,359.27","$6,043,915.30","$14,807,104.13","$14,807,104.13",Total Bond Market,2021-09-28,0.08%,N/A,$0.03,2021-10-25,$0.03,0.06%,0.00,0.00,437,34.16%,40%,20%,1099,$41.67,$43.45,$43.16,$43.23,61.91,C+,C+,A,N/A,C+,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JIB,Janus Henderson Sustainable & Impact Core Bond ETF,"$35,896",-12.55%,"5,906",$42.45,0.38%,0.42%,2.54%,-12.69%,N/A,N/A,"-$4,774,000.00",$0.00,$0.00,"-$4,774,000.00","-$7,253,000.00","-$7,253,000.00",Total Bond Market,2021-09-08,0.40%,N/A,$0.08,2021-11-01,$0.08,0.15%,0.00,-0.19,236,36.33%,40%,20%,1099,$41.21,$42.75,$42.45,$42.45,63.38,C,C,B-,N/A,B,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
LSST,Natixis ETF Trust,"$35,383",-3.28%,"10,295",$23.68,0.42%,0.51%,1.00%,-3.32%,2.06%,N/A,"-$9,569,235.00",$0.00,"$1,172,920.00","-$3,313,860.00","$7,863,300.00","$35,345,370.00",Total Bond Market,2017-12-27,0.38%,N/A,$1.09,2021-10-26,$0.02,4.36%,0.00,0.07,366,29.48%,40%,20%,1099,$23.37,$23.66,$23.62,$23.72,68.75,A-,B-,B-,N/A,A,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
OBND,SPDR Loomis Sayles Opportunistic Bond ETF,"$33,662",-9.24%,"3,811",$26.14,0.58%,0.58%,2.77%,-9.02%,N/A,N/A,"-$4,121,573.40",$0.00,$0.00,"-$4,121,573.40","$9,356,105.85","$9,356,105.85",Total Bond Market,2021-09-27,0.55%,N/A,$0.04,2021-11-01,$0.04,0.15%,0.00,0.00,421,16.04%,40%,20%,1099,$25.30,$26.27,$26.13,$26.15,66.43,C,C,C+,N/A,B+,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NUAG,Nuveen Enhanced Yield U.S. Aggregate Bond ETF,"$33,324",-12.11%,"37,155",$20.99,0.77%,0.67%,2.91%,-12.40%,-7.29%,0.14%,"-$279,157,970.00",$0.00,$0.00,"-$279,157,970.00","$28,631,700.00","$31,594,410.00",Total Bond Market,2016-09-14,0.20%,N/A,$0.62,2021-11-01,$0.04,2.49%,0.00,0.06,926,20.93%,40%,20%,1099,$20.25,$21.12,$20.90,$21.12,63.63,B,B+,B+,N/A,C,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NUSA,Nuveen Enhanced Yield 1-5 Year U.S. Aggregate Bond ETF,"$31,913",-5.45%,"3,966",$22.89,0.39%,0.36%,1.02%,-5.45%,-1.46%,4.53%,"-$4,636,010.00",$0.00,"-$2,274,380.00","-$4,636,010.00","$5,513,490.00","$15,230,440.00",Total Bond Market,2017-03-31,0.20%,N/A,$0.59,2021-11-01,$0.04,2.39%,0.00,0.03,324,24.24%,40%,20%,1099,$22.58,$22.91,$22.89,$22.89,64.07,B+,C+,B+,N/A,A-,A-,N/A,7.5,65.82%,54.79%,706.92,9.37%,1.52%
HOLD,AdvisorShares North Square McKee Core Reserves ETF,"$31,639",0.07%,351,$97.35,0.03%,0.09%,0.28%,0.10%,0.84%,5.65%,"-$3,398,940.30",$0.00,"-$971,583.50","-$3,398,940.30","-$64,202,588.15","-$41,706,377.90",Total Bond Market,2014-01-14,0.35%,N/A,$0.67,2021-10-25,$0.03,0.68%,0.00,0.06,79,38.07%,40%,20%,1099,$96.94,$97.42,$97.35,$97.35,67.53,B-,C,B-,B,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
WBND,Western Asset Total Return ETF,"$30,724",-18.92%,"25,806",$20.71,1.02%,0.98%,4.33%,-19.05%,-13.06%,N/A,"-$67,750,287.52",-$236.90,"-$1,976,324.09","-$67,744,428.24","-$43,398,790.30","$35,148,002.50",Total Bond Market,2018-10-03,0.45%,N/A,$1.73,2021-11-01,$0.06,6.48%,0.00,0.25,466,23.58%,40%,20%,1099,$19.71,$20.82,$20.66,$20.81,65.33,B,B+,B-,N/A,C,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SSFI,Day Hagan/Ned Davis Research Smart Sector Fixed Income ETF,"$30,236",-10.50%,"2,709",$22.13,0.55%,0.78%,2.68%,-10.55%,N/A,N/A,"$12,873,000.00",$0.00,$0.00,"$14,125,500.00","$32,849,250.00","$32,849,250.00",Total Bond Market,2021-09-29,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,9,100.00%,40%,20%,1099,$21.44,$22.25,$22.08,$22.23,62.70,C,C+,C,N/A,B+,C,N/A,6.15,50.00%,36.68%,223.88,1.29%,0.63%
SIFI,Harbor Scientific Alpha Income ETF,"$29,932",-9.70%,"1,351",$43.12,0.49%,0.94%,1.99%,-9.33%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2021-09-13,0.50%,N/A,$0.15,2021-11-01,$0.15,0.30%,0.00,0.00,159,15.68%,40%,20%,1099,$42.08,$43.15,$43.12,$43.12,67.01,C,C,C+,N/A,B,C+,N/A,8.08,86.73%,68.09%,267.77,9.79%,3.44%
BKUI,BNY Mellon Ultra Short Income ETF,"$26,875",-0.29%,"5,843",$48.90,0.14%,0.18%,0.47%,-0.23%,N/A,N/A,"$3,200.00",$0.00,$0.00,"-$2,485,650.00","$2,510,600.00","$2,510,600.00",Total Bond Market,2021-08-09,0.12%,N/A,$0.05,2021-11-01,$0.02,0.10%,0.00,-0.02,68,36.89%,40%,20%,1099,$48.61,$48.91,$48.89,$48.93,76.42,B,C+,A-,N/A,A,C,N/A,9.78,96.60%,96.26%,15.63,0.92%,1.47%
TOTR,T. Rowe Price Total Return ETF,"$24,811",-13.96%,"1,892",$41.70,0.72%,0.70%,2.72%,-14.10%,N/A,N/A,"$7,514,718.66",$0.00,"$1,020,507.07","$7,514,718.66","$7,514,718.66","$7,514,718.66",Total Bond Market,2021-09-28,0.31%,N/A,$0.04,2021-10-25,$0.04,0.09%,0.00,0.00,458,27.17%,40%,20%,1099,$40.33,$41.90,$41.67,$41.75,62.02,C,C,B,N/A,B-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
WINC,Western Asset Short Duration Income ETF,"$24,655",-6.84%,"7,188",$23.59,0.51%,0.55%,0.96%,-6.60%,0.06%,N/A,"-$2,137,216.02","$3,113.17","$4,935.19","$5,597,149.00","$3,317,952.52","$3,322,202.61",Total Bond Market,2019-02-07,0.29%,N/A,$0.67,2021-11-01,$0.04,2.57%,0.00,0.39,261,26.68%,40%,20%,1099,$23.21,$23.59,$23.57,$23.61,65.11,B+,B-,B,N/A,B+,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MMSB,IQ MacKay Multi-Sector Income ETF,"$24,054",N/A,0,$24.26,0.66%,0.73%,3.51%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2022-07-26,0.40%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,522,18.02%,40%,20%,1099,$23.29,$24.40,$24.26,$24.26,69.28,N/A,C,A-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TGIF,SoFi Weekly Income ETF,"$23,776",-5.62%,"2,091",$95.64,0.46%,1.07%,1.70%,-5.19%,N/A,N/A,"$2,525,355.00",$0.00,$0.00,"$2,525,355.00","$22,937,012.50","$22,937,012.50",Total Bond Market,2020-10-01,0.59%,N/A,$2.45,2021-11-09,$0.05,2.32%,0.00,-0.21,183,12.59%,40%,20%,1099,$93.57,$95.62,$95.31,$95.89,65.37,B-,C+,C+,N/A,B+,B+,N/A,5.76,12.76%,31.86%,282.52,4.05%,2.20%
SDEF,Sound Enhanced Fixed Income ETF,"$22,942",-12.73%,"4,352",$17.50,1.16%,0.71%,1.64%,-11.19%,N/A,N/A,"$10,330,782.50",$0.00,"$431,240.00","$13,439,547.50","$26,984,100.00","$26,984,100.00",Total Bond Market,2020-12-30,1.89%,N/A,$0.76,2021-10-26,$0.04,3.63%,0.00,0.34,50,28.71%,40%,20%,1099,$17.12,$17.58,$17.37,$17.62,59.23,C+,C+,C,N/A,C,A,N/A,6.1,29.59%,36.24%,241.97,3.19%,1.38%
TFJL,Innovator 20+ Year Treasury Bond 5 Floor ETF - July,"$18,442",-11.31%,"19,166",$21.18,0.81%,0.67%,5.80%,-12.80%,N/A,N/A,"$6,513,015.00",$0.00,"-$3,050,015.00","$9,503,680.00","$19,894,335.13","$19,894,335.13",Total Bond Market,2020-08-18,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.05,2,100.00%,40%,20%,1099,$19.73,$21.44,$21.18,$21.18,62.69,C,B-,C,N/A,B,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ADFI,Anfield Dynamic Fixed Income ETF,"$16,980",-9.66%,"10,058",$8.55,0.83%,0.77%,2.23%,-10.00%,N/A,N/A,"$2,700,000.00","$424,500.00","$843,500.00","$2,700,000.00","$19,293,740.02","$19,293,740.02",Total Bond Market,2020-08-18,1.73%,N/A,$0.08,2021-10-15,$0.00,0.81%,0.00,0.07,10,100.00%,40%,20%,1099,$8.31,$8.58,$8.53,$8.59,62.59,C,C+,C,N/A,C+,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
USBF,iShares USD Bond Factor ETF,"$16,959",-12.27%,108,$85.49,0.67%,0.62%,2.99%,-12.28%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2021-10-12,0.18%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,695,29.48%,40%,20%,1099,$82.46,$86.02,$85.49,$85.49,62.86,N/A,C,A-,N/A,N/A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VABS,Virtus Newfleet ABS/MBS ETF,"$12,593",-5.38%,"1,872",$22.94,0.13%,0.22%,0.57%,-5.43%,N/A,N/A,"-$2,355,500.00",$0.00,$0.00,"-$2,355,500.00","$7,644,450.00","$7,644,450.00",Total Bond Market,2021-02-09,0.39%,N/A,$0.28,2021-10-20,$0.04,1.13%,0.00,-0.07,96,34.41%,40%,20%,1099,$22.73,$22.97,$22.94,$22.94,58.65,C+,C,B-,N/A,A-,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FSBD,Fidelity Sustainable Core Plus Bond ETF,"$11,813",N/A,238,$47.70,0.78%,0.93%,3.05%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2022-04-19,0.36%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,297,48.81%,40%,20%,1099,$45.98,$47.90,$47.67,$47.75,64.35,N/A,N/A,A-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FIGB,Fidelity Investment Grade Bond ETF,"$8,628",-11.57%,"1,886",$43.44,0.65%,0.52%,2.99%,-11.91%,N/A,N/A,"-$290,489.55",$0.00,$0.00,"-$290,489.55","-$290,489.55","-$290,489.55",Total Bond Market,2021-03-02,0.36%,N/A,$0.43,2021-10-27,$0.06,0.86%,0.00,-0.25,145,44.52%,40%,20%,1099,$41.96,$43.70,$43.36,$43.56,63.17,C,C+,B-,N/A,B-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
USI,Principal Ultra-Short Active Income ETF,"$7,226",0.13%,506,$24.09,0.04%,0.00%,0.46%,0.19%,1.78%,N/A,"-$1,204,410.00",$0.00,$0.00,"-$1,204,410.00","-$4,910,985.00","$7,592,895.00",Total Bond Market,2019-04-24,0.18%,N/A,$0.38,2021-11-01,$0.02,1.53%,0.00,0.04,38,38.34%,40%,20%,1099,$23.96,$24.11,$24.09,$24.09,66.13,B+,C,A-,N/A,A,B,N/A,8.5,69.39%,77.42%,495.21,8.83%,1.35%
FSLD,Fidelity Sustainable Low Duration Bond ETF,"$4,982",N/A,151,$49.85,0.04%,0.10%,0.36%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2022-04-19,0.30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,107,29.87%,40%,20%,1099,$49.65,$49.87,$49.85,$49.85,69.23,N/A,N/A,A,N/A,N/A,N/A,N/A,8.56,72.79%,78.42%,294.08,7.00%,1.20%
AGGH,Simplify Aggregate Bond PLUS Credit Hedge ETF,"$1,708",N/A,971,$22.90,0.62%,0.71%,3.59%,N/A,N/A,N/A,"$650,300.00",$0.00,$0.00,"$650,300.00","$650,300.00","$650,300.00",Total Bond Market,2022-02-14,0.30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,99.99%,40%,20%,1099,$22.15,$23.03,$22.90,$22.90,61.37,N/A,C,B,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KDRN,Kingsbarn Tactical Bond ETF,"$1,095",-10.71%,"4,372",$22.09,1.14%,0.66%,2.65%,N/A,N/A,N/A,"-$415,802.50",$0.00,$0.00,"$833,827.50","$833,827.50","$833,827.50",Total Bond Market,2021-12-13,1.14%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,100.00%,40%,20%,1099,$21.36,$22.15,$22.09,$22.09,63.29,N/A,C,C,N/A,C+,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
INC,VanEck Dynamic High Income ETF,$526,N/A,N/A,$26.50,0.91%,1.39%,2.28%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Total Bond Market,2022-11-01,0.43%,N/A,$1.99,2016-04-01,$0.27,2.00%,0.00,-0.15,15,92.33%,40%,20%,1099,$25.63,$26.66,$26.50,$26.50,68.53,B-,C,B,N/A,B+,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
