Symbol,ETF Name,Total Assets,YTD,Avg Volume,Previous Closing Price,1-Day Change,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
SDY,SPDR S&P Dividend ETF,"$24,056,400",2.61%,"696,078",$129.98,0.42%,1.27%,1.21%,5.42%,31.64%,54.70%,"$2,951,400,308.45","$77,185,193.45","$265,249,664.55","$3,086,562,022.10","$1,062,590,757.60","$2,315,496,641.75",All Cap Equities,2005-11-08,0.35%,N/A,$3.41,2021-09-17,$0.85,2.70%,16.87,0.91,121,18.30%,40%,20%,1099,$126.83,$131.77,$128.68,$131.79,58.66,A,A,B+,B,A,A,C+,7.32,7.37%,51.37%,226.91,3.93%,6.30%
DVY,iShares Select Dividend ETF,"$23,164,600",3.03%,"894,428",$123.10,-0.54%,0.83%,0.75%,6.68%,31.19%,49.07%,"$3,271,545,947.15","$171,291,152.75","$425,480,692.05","$3,457,326,042.15","$2,366,474,352.15","$2,115,123,327.15",All Cap Equities,2003-11-03,0.38%,Fidelity,$3.82,2021-09-24,$1.03,3.16%,19.36,0.96,99,20.27%,40%,20%,1099,$120.57,$125.72,$121.88,$124.75,55.70,A,A,B+,B-,A,A,B-,8.34,38.46%,73.97%,624.46,15.91%,4.48%
DFAC,Dimensional U.S. Core Equity 2 ETF,"$16,546,800",-11.64%,"2,168,241",$25.35,0.64%,1.56%,-0.04%,-9.51%,N/A,N/A,"$3,373,450,350.00","$132,132,170.00","$492,912,180.00","$3,492,974,540.00","$4,228,603,849.07","$4,228,603,849.07",All Cap Equities,2021-06-14,0.19%,N/A,$0.14,2021-09-21,$0.08,0.49%,22.51,1.04,2726,16.07%,40%,20%,1099,$24.73,$25.79,$25.07,$25.74,55.48,A,A+,A,B,B,A-,N/A,7.8,27.10%,61.30%,145.15,4.68%,5.56%
VXF,Vanguard Extended Market ETF,"$13,668,300",-23.12%,"452,840",$139.72,0.87%,2.09%,-2.41%,-21.39%,16.48%,34.45%,"$384,611,823.75","$12,241,667.00","$25,788,980.71","-$83,917,019.74","$5,021,283,403.29","$6,469,528,703.31",All Cap Equities,2001-12-27,0.06%,2 Platforms,$2.12,2021-09-24,$0.27,1.07%,17.70,1.24,3659,9.55%,40%,20%,1099,$135.77,$143.52,$137.71,$142.63,52.48,A-,A,A,B,C+,B-,A+,6.44,45.51%,39.44%,134.63,3.15%,7.85%
IWP,iShares Russell Mid-Cap Growth ETF,"$12,281,600",-23.06%,"1,023,777",$88.23,0.90%,2.80%,-0.48%,-21.35%,19.08%,52.11%,"-$386,824,274.95","$104,271,471.20","$33,924,530.05","-$197,731,329.95","-$1,586,448,304.95","-$868,675,589.95",All Cap Equities,2001-07-17,0.23%,TD Ameritrade,$0.32,2021-09-24,$0.13,0.26%,46.48,1.08,399,12.46%,40%,20%,1099,$85.01,$89.59,$87.05,$89.83,55.40,A-,A,A-,A,C,C+,A+,8.4,94.84%,75.36%,106.81,2.21%,8.00%
COWZ,Pacer US Cash Cows 100 ETF,"$10,273,100",3.76%,"1,751,677",$48.23,1.07%,1.34%,-1.79%,7.49%,64.80%,87.26%,"$8,996,194,150.00","$161,740,780.00","$683,181,220.00","$9,091,525,465.00","$9,822,804,270.00","$10,046,450,770.00",All Cap Equities,2016-12-16,0.49%,N/A,$0.67,2021-09-23,$0.19,1.41%,15.34,1.19,101,22.56%,40%,20%,1099,$47.08,$49.68,$47.85,$48.86,54.26,A,A,B,B,B+,A-,N/A,8.45,65.46%,76.54%,394.54,4.62%,5.11%
ARKK,ARK Innovation ETF,"$7,052,240",-62.69%,"25,102,540",$35.29,-0.06%,1.94%,-11.71%,-62.35%,-26.28%,-2.77%,"$1,385,708,750.00","-$39,736,150.00","-$336,180,250.00","$1,491,227,300.00","$15,801,441,550.00","$17,031,471,600.00",All Cap Equities,2014-10-31,0.75%,N/A,$2.04,2020-12-29,$2.04,1.74%,0.00,1.58,31,59.30%,40%,20%,1099,$33.37,$39.06,$33.85,$37.55,46.35,B+,A+,C+,A+,C,B,N/A,7.72,65.49%,59.35%,13.26,3.17%,0.94%
MOAT,VanEck Morningstar Wide Moat ETF,"$6,641,570",-8.88%,"518,245",$69.35,1.51%,3.71%,0.12%,-7.12%,30.90%,73.68%,"$293,079,850.00","$6,818,750.00","$7,262,485.00","$328,754,345.00","$2,756,820,178.00","$4,121,528,547.65",All Cap Equities,2012-04-25,0.47%,N/A,$0.90,2020-12-21,$0.90,1.17%,21.54,1.07,49,29.58%,40%,20%,1099,$66.09,$69.76,$68.38,$70.63,58.22,B+,A,B,A-,B+,B,C,8.6,71.37%,79.32%,23.74,5.17%,4.70%
SPTM,SPDR Portfolio S&P 1500 Composite Stock Market ETF,"$5,716,790",-14.05%,"842,245",$49.64,0.77%,1.91%,0.63%,-12.14%,33.95%,64.45%,"$611,687,105.55","-$53,356,490.25","-$74,777,572.55","$684,074,196.50","$815,152,144.65","$3,560,018,745.95",All Cap Equities,2000-10-04,0.03%,N/A,$0.72,2021-09-20,$0.19,1.26%,21.11,1.02,1526,22.71%,40%,20%,1099,$48.25,$50.29,$49.08,$50.42,55.77,A,A,A+,B-,B,B+,N/A,8.02,41.38%,66.45%,144.96,6.90%,5.88%
DFUS,Dimensional U.S. Equity ETF,"$5,696,910",-14.84%,"255,069",$43.60,0.67%,1.87%,0.46%,-13.03%,N/A,N/A,"$474,942,044.00","$6,882,812.00","$31,236,412.00","$499,367,164.00","$599,494,039.00","$599,494,039.00",All Cap Equities,2021-06-14,0.11%,N/A,$0.24,2021-09-21,$0.13,0.48%,25.55,1.01,2418,22.64%,40%,20%,1099,$42.40,$44.22,$43.12,$44.30,55.36,A,A,A,B,B,A-,N/A,7.92,33.45%,64.09%,146.85,6.65%,5.75%
RPV,Invesco S&P 500® Pure Value ETF,"$3,661,040",1.72%,"459,283",$80.90,0.05%,0.72%,0.33%,5.25%,26.07%,37.77%,"$937,650,350.00","-$4,815,330.00","$43,901,670.00","$914,574,400.00","$2,473,921,810.00","$2,585,234,160.00",All Cap Equities,2006-03-01,0.35%,Charles Schwab,$1.33,2021-09-20,$0.42,1.63%,12.04,1.34,121,20.84%,40%,20%,1099,$79.18,$83.08,$80.10,$82.10,54.76,B+,A,B+,C,A-,B+,B-,7.84,28.86%,62.08%,250.37,10.78%,3.05%
AVUS,Avantis U.S. Equity ETF,"$3,269,310",-10.40%,"359,998",$71.03,0.67%,1.46%,-0.57%,-8.25%,37.56%,N/A,"$1,611,214,767.00","$58,657,797.00","$137,880,969.00","$1,677,975,447.00","$2,917,049,206.78","$3,060,309,652.78",All Cap Equities,2019-09-24,0.15%,N/A,$0.82,2021-09-21,$0.23,1.02%,0.00,1.11,2316,15.50%,40%,20%,1099,$69.44,$72.56,$70.27,$72.15,54.66,A,A,A,N/A,B,B,N/A,7.89,31.31%,63.24%,205.54,4.71%,5.95%
DFAU,Dimensional US Core Equity Market ETF,"$2,799,270",-13.34%,"882,846",$28.33,0.75%,1.91%,0.21%,-11.38%,N/A,N/A,"$1,406,479,320.00","$29,284,890.00","$92,494,820.00","$1,510,223,435.00","$2,861,616,780.00","$2,861,616,780.00",All Cap Equities,2020-11-17,0.12%,N/A,$0.24,2021-09-21,$0.08,0.74%,24.16,1.00,2521,20.41%,40%,20%,1099,$27.58,$28.77,$28.00,$28.82,55.24,A+,A,A,N/A,B,A-,N/A,7.85,29.61%,62.37%,158.92,6.13%,5.59%
KOMP,SPDR S&P Kensho New Economies Composite ETF,"$1,635,430",-28.49%,"137,129",$41.74,0.87%,1.43%,-2.82%,-28.24%,22.59%,N/A,"$221,368,450.63","-$8,595,478.17","-$15,630,924.92","$286,827,011.98","$1,534,834,430.97","$1,631,724,166.15",All Cap Equities,2018-10-22,0.20%,N/A,$0.69,2021-09-20,$0.13,1.03%,19.93,1.17,574,11.49%,40%,20%,1099,$40.74,$42.81,$41.22,$42.53,51.55,A-,A,A-,A,C+,C+,N/A,7.14,49.37%,48.37%,180.12,18.33%,10.70%
QDF,FlexShares Quality Dividend Index Fund,"$1,597,580",-8.69%,"75,634",$55.06,0.60%,2.08%,1.83%,-5.96%,23.46%,41.71%,"$59,301,490.00","$1,358,172.50","-$3,349,295.00","$53,248,210.00","-$310,238,130.00","-$574,012,600.00",All Cap Equities,2012-12-14,0.37%,N/A,$1.11,2021-09-17,$0.30,1.86%,25.55,1.01,131,32.94%,40%,20%,1099,$53.34,$55.68,$54.50,$55.92,58.33,A-,A-,B+,B-,A-,A-,B,8.31,37.18%,73.29%,173.49,6.82%,5.63%
PEY,Invesco High Yield Equity Dividend Achievers™ ETF,"$1,524,240",4.13%,"396,040",$21.15,0.19%,0.76%,0.84%,7.99%,29.16%,45.74%,"$528,138,670.00","$13,452,690.00","$41,450,850.00","$528,388,920.00","$534,438,270.00","$525,857,120.00",All Cap Equities,2004-12-09,0.53%,N/A,$0.78,2021-10-18,$0.07,3.77%,14.06,1.00,53,27.72%,40%,20%,1099,$20.71,$21.59,$20.96,$21.44,55.91,A-,A,B,C,A,A,C+,7.62,10.58%,57.12%,502.75,15.48%,5.34%
TILT,FlexShares Morningstar US Market Factor Tilt Index Fund,"$1,424,510",-13.64%,"17,106",$155.92,0.72%,1.76%,-0.19%,-11.47%,30.10%,52.07%,"-$22,943,145.00",$0.00,"-$7,952,065.00","-$31,366,630.00","-$358,437,140.00","-$219,630,460.00",All Cap Equities,2011-09-16,0.25%,N/A,$2.02,2021-09-17,$0.50,1.11%,32.26,1.13,2273,16.25%,40%,20%,1099,$151.86,$158.78,$154.22,$158.55,54.88,A,B+,A-,A-,B,B+,A,7.56,18.66%,56.01%,156.24,6.32%,5.63%
RDIV,Invesco S&P Ultra Dividend Revenue ETF,"$988,489",9.66%,"115,562",$45.03,0.63%,1.49%,-0.60%,13.90%,29.95%,49.73%,"$189,672,060.00","$14,994,180.00","$106,577,390.00","$197,114,280.00","-$507,522,560.00","$519,354,156.00",All Cap Equities,2013-10-01,0.39%,N/A,$1.91,2021-09-20,$0.36,4.67%,11.99,1.29,62,48.14%,40%,20%,1099,$43.76,$46.50,$44.58,$45.69,56.30,A,A-,B+,C+,A,A,N/A,9.14,66.03%,89.04%,550.63,9.03%,4.14%
PABU,iShares Paris-Aligned Climate MSCI USA ETF,"$893,515",N/A,"51,829",$43.51,0.62%,1.89%,0.97%,N/A,N/A,N/A,"$967,534,226.60","$2,135,981.50","$77,100,024.70","$967,534,226.60","$967,534,226.60","$967,534,226.60",All Cap Equities,2022-02-08,0.10%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,307,27.93%,40%,20%,1099,$42.17,$44.08,$43.37,$43.60,55.34,N/A,A-,A,N/A,B-,N/A,N/A,7.72,23.79%,59.51%,27.72,1.63%,11.71%
ONEY,SPDR Russell 1000 Yield Focus ETF,"$890,296",-0.62%,"48,351",$97.41,0.59%,1.55%,0.56%,2.88%,41.15%,64.10%,"$175,590,593.38","-$9,574,648.34","-$26,723,164.04","$180,441,098.79","$294,086,997.70","$315,503,548.28",All Cap Equities,2015-12-02,0.20%,N/A,$2.68,2021-09-20,$0.71,2.71%,13.78,1.21,299,14.11%,40%,20%,1099,$94.74,$99.26,$96.33,$98.98,56.97,A,A-,A-,C+,A,A-,N/A,8.15,89.76%,69.60%,321.38,5.11%,5.64%
ARKQ,ARK Autonomous Technology & Robotics ETF,"$876,863",-42.72%,"125,382",$44.11,-0.27%,-0.02%,-5.83%,-42.26%,24.87%,35.09%,"-$476,606,650.00","-$6,642,900.00","-$17,839,750.00","-$568,686,700.00","$1,324,799,900.00","$1,371,408,900.00",All Cap Equities,2014-09-30,0.75%,N/A,$0.66,2020-12-29,$0.66,0.75%,28.59,1.31,40,60.78%,40%,20%,1099,$43.01,$46.56,$43.31,$45.43,46.57,B,A,C+,A,C,B-,N/A,8.17,51.72%,70.06%,56.25,16.53%,3.53%
BUFR,FT Cboe Vest Fund of Buffer ETFs,"$763,999",-5.08%,"231,098",$22.81,0.57%,1.38%,1.02%,-4.04%,N/A,N/A,"$224,323,050.00","$3,358,750.00","$19,157,350.00","$235,021,400.00","$767,092,400.00","$767,092,400.00",All Cap Equities,2020-08-10,1.05%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.52,13,83.38%,40%,20%,1099,$22.29,$22.94,$22.62,$23.05,58.39,B,A,C,N/A,A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SYLD,Cambria Shareholder Yield ETF,"$690,656",-3.80%,"104,162",$61.19,0.13%,-0.75%,-3.10%,-0.06%,62.36%,81.50%,"$362,063,000.00","$15,362,500.00","$37,363,000.00","$374,652,000.00","$549,739,500.00","$523,700,690.11",All Cap Equities,2013-05-14,0.59%,Interactive Brokers,$0.86,2021-09-24,$0.10,1.28%,9.09,1.34,101,16.25%,40%,20%,1099,$60.54,$64.08,$60.53,$62.33,51.26,B,A-,B,B-,B-,A-,B-,6.82,5.13%,43.66%,223.03,2.36%,3.22%
VFVA,Vanguard U.S. Value Factor ETF,"$645,477",-1.37%,"41,314",$102.03,0.48%,1.08%,-1.42%,2.17%,40.41%,N/A,"$179,557,000.00",$0.00,"-$33,279,450.00","$183,602,450.00","$493,490,950.00","$575,814,950.00",All Cap Equities,2018-02-13,0.13%,N/A,$1.69,2021-09-24,$0.46,1.58%,11.60,1.41,604,11.56%,40%,20%,1099,$99.91,$105.09,$101.01,$103.76,54.07,B+,A-,A,C,B,B+,N/A,7.51,17.73%,54.90%,164.98,3.40%,3.48%
USPX,Franklin U.S. Equity Index ETF,"$625,320",-14.99%,"106,812",$35.01,0.86%,2.15%,0.81%,-12.64%,13.64%,32.22%,"$607,553,000.00","$3,422,000.00","$3,422,000.00","$607,553,000.00","$607,553,000.00","$607,553,000.00",All Cap Equities,2016-06-01,0.03%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,612,23.84%,40%,20%,1099,$33.91,$35.53,$34.86,$35.18,55.72,B+,C+,A-,B,A-,N/A,N/A,8.09,47.64%,68.28%,140.23,6.79%,5.89%
EQAL,Invesco Russell 1000 Equal Weight ETF,"$612,774",-10.13%,"49,005",$41.91,0.87%,1.95%,-0.02%,-7.28%,31.70%,48.27%,"$21,873,325.00",$0.00,"-$6,261,250.00","$77,185,800.00","-$27,501,450.00","$172,749,600.00",All Cap Equities,2014-12-23,0.20%,N/A,$0.70,2021-09-20,$0.17,1.48%,21.90,1.17,1000,4.92%,40%,20%,1099,$40.66,$42.60,$41.48,$42.52,55.39,A,A-,A-,B+,B+,B+,N/A,7.64,79.93%,57.68%,326.0,7.79%,7.60%
VUSE,Vident Core US Equity Fund,"$488,215",-6.22%,"23,931",$43.46,0.81%,0.74%,0.05%,-3.10%,36.42%,40.33%,"$61,043,440.00","-$4,272,700.00","-$4,272,700.00","$61,043,440.00","-$82,272,880.00","-$179,219,880.00",All Cap Equities,2014-01-22,0.50%,N/A,$0.47,2021-09-14,$0.01,0.99%,14.82,1.24,232,7.09%,40%,20%,1099,$42.52,$44.34,$43.08,$44.05,55.94,B,A-,B,C+,B,B,B+,7.13,67.25%,48.25%,243.76,3.90%,6.37%
EUSA,iShares MSCI USA Equal Weighted ETF,"$412,834",-13.82%,"21,957",$76.13,0.54%,2.01%,0.16%,-11.47%,26.90%,49.93%,"-$23,700,192.10",$0.00,"-$11,525,759.35","-$10,267,377.10","$44,273,742.90","$223,157,062.90",All Cap Equities,2010-05-05,0.09%,N/A,$1.00,2021-09-24,$0.33,1.12%,29.43,1.12,627,2.00%,40%,20%,1099,$73.81,$77.26,$75.28,$77.37,56.17,A,A-,A,B+,B,B,A-,8.28,59.23%,72.59%,208.98,6.90%,6.97%
QDEF,FlexShares Quality Dividend Defensive Index Fund,"$357,183",-7.95%,"26,852",$53.59,0.64%,2.17%,3.04%,-5.11%,22.00%,44.48%,"-$61,496,162.50","-$1,321,930.00","-$1,774,655.00","-$61,496,162.50","-$178,375,272.50","-$56,047,887.50",All Cap Equities,2012-12-14,0.37%,N/A,$1.08,2021-09-17,$0.26,1.91%,28.14,0.93,114,35.01%,40%,20%,1099,$51.63,$53.92,$53.14,$54.24,60.95,A-,A-,B+,C,A-,A-,B,7.86,14.42%,62.64%,171.2,7.28%,6.41%
SIZE,iShares MSCI USA Size Factor ETF,"$330,433",-12.39%,"8,680",$118.77,0.70%,2.26%,0.31%,-10.01%,29.62%,54.02%,"-$141,717,572.25",$0.00,"-$5,834,503.25","-$194,613,922.25","-$1,330,581,502.25","-$95,691,442.25",All Cap Equities,2013-04-16,0.15%,N/A,$1.64,2021-09-24,$0.53,1.20%,30.34,1.08,627,2.07%,40%,20%,1099,$114.90,$120.46,$117.60,$120.42,56.42,A,A-,A,B+,B+,B,A-,8.25,57.81%,71.86%,202.44,6.89%,7.22%
ONEO,SPDR Russell 1000 Momentum Focus ETF,"$303,102",-8.98%,"1,614",$95.55,0.63%,1.47%,-0.07%,-6.21%,29.10%,34.44%,"$3,170,719.27",$0.00,$0.00,"$4,960,687.56","-$149,278,147.07","-$286,448,007.88",All Cap Equities,2015-12-02,0.20%,N/A,$1.31,2021-09-20,$0.36,1.23%,15.15,1.13,884,8.37%,40%,20%,1099,$93.16,$97.44,$95.23,$96.02,56.19,B,C+,A-,B+,B,B,N/A,8.56,96.66%,78.48%,273.94,6.62%,5.65%
VFMO,Vanguard U.S. Momentum Factor ETF,"$275,818",-10.77%,"14,125",$117.34,0.20%,0.03%,-1.82%,-8.29%,42.50%,N/A,"$96,703,650.00","$2,928,750.00","$11,864,600.00","$98,029,800.00","$232,230,050.00","$262,550,550.00",All Cap Equities,2018-02-13,0.13%,N/A,$0.76,2021-09-24,$0.26,0.54%,16.10,1.05,646,9.06%,40%,20%,1099,$115.98,$122.40,$116.15,$119.38,49.67,B+,B,A,A-,B-,C+,N/A,7.08,9.78%,47.46%,174.32,5.57%,7.77%
DIVB,iShares Core Dividend ETF,"$259,451",-8.01%,"69,483",$38.78,0.23%,1.36%,0.28%,-5.81%,35.72%,65.73%,"$113,602,098.65","-$1,911,097.25","$3,965,837.40","$143,257,643.65","$249,800,953.65","$258,209,478.65",All Cap Equities,2017-11-07,0.05%,N/A,$0.67,2021-09-24,$0.15,1.61%,25.14,1.07,342,22.16%,40%,20%,1099,$37.97,$39.51,$38.38,$39.41,55.85,A-,A-,A-,C+,A-,B+,N/A,8.37,40.38%,74.69%,124.97,7.34%,3.81%
USMF,WisdomTree US Multifactor Fund,"$255,131",-6.47%,"34,900",$38.77,-0.08%,0.70%,0.54%,-3.20%,28.01%,51.99%,"$107,984,565.00","$961,735.00","$4,831,917.50","$111,046,387.50","$34,788,700.00","$232,384,980.00",All Cap Equities,2017-06-29,0.28%,N/A,$0.52,2021-09-24,$0.17,1.26%,15.78,0.96,202,11.98%,40%,20%,1099,$37.99,$39.61,$38.47,$39.27,55.21,A,B+,A-,A-,A-,B,N/A,8.97,82.96%,86.17%,149.03,6.39%,6.35%
FCPI,Fidelity Stocks for Inflation ETF,"$230,652",-3.17%,"44,148",$32.40,0.50%,1.12%,0.59%,0.26%,34.31%,N/A,"$139,671,310.00",$0.00,"-$3,270,759.40","$149,666,305.00","$236,324,215.00","$236,324,215.00",All Cap Equities,2019-11-05,0.29%,N/A,$0.80,2021-09-17,$0.10,2.42%,15.10,0.99,103,30.52%,40%,20%,1099,$31.67,$32.98,$32.18,$32.80,55.74,A,A-,A-,N/A,B,A,N/A,8.49,67.21%,77.35%,446.04,8.14%,7.96%
NZAC,SPDR MSCI ACWI Climate Paris Aligned ETF,"$229,991",-16.04%,"8,583",$27.41,1.41%,1.97%,1.96%,-14.30%,18.83%,36.01%,"$151,019,785.30",$0.00,$0.00,"$151,019,785.30","$151,019,785.30","$151,019,785.30",All Cap Equities,2014-11-25,0.12%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,959,15.19%,40%,20%,1099,$26.34,$27.58,$27.19,$27.74,59.07,A-,A,A,B-,B,N/A,N/A,8.32,44.26%,73.54%,100.58,4.09%,10.24%
QVAL,Alpha Architect U.S. Quantitative Value ETF,"$223,704",-8.12%,"34,682",$33.81,0.87%,0.33%,-6.42%,-4.80%,16.57%,21.37%,"-$1,825,747.00","-$3,336,230.00","-$2,980,304.00","$3,712,245.00","$92,076,254.00","$108,879,149.00",All Cap Equities,2014-10-22,0.49%,N/A,$0.45,2021-09-13,$0.04,1.15%,0.00,1.40,53,23.38%,40%,20%,1099,$32.99,$36.54,$33.41,$34.42,49.08,C+,B+,B,C,C+,B-,N/A,7.52,77.07%,55.14%,588.11,3.69%,2.88%
VFQY,Vanguard U.S. Quality Factor ETF,"$201,416",-12.38%,"12,166",$109.53,0.83%,1.19%,-1.08%,-9.73%,32.78%,N/A,"$35,387,050.00","$1,629,150.00","-$1,680,900.00","$78,803,950.00","$173,203,700.00","$194,755,950.00",All Cap Equities,2018-02-13,0.13%,N/A,$1.28,2021-09-24,$0.28,1.00%,17.60,1.12,545,12.44%,40%,20%,1099,$107.15,$112.06,$108.72,$110.92,54.82,A-,B,A,A-,B-,B,N/A,7.32,13.41%,51.35%,95.76,0.87%,7.57%
PSJ,Invesco Dynamic Software ETF,"$192,731",-24.50%,"5,683",$95.59,1.28%,3.94%,-1.66%,-24.87%,4.19%,61.14%,"-$85,732,290.00",$0.00,"-$2,855,370.00","-$96,045,720.00","-$351,587,860.00","-$95,264,360.00",All Cap Equities,2005-06-23,0.56%,N/A,$0.17,2021-09-20,$0.17,0.11%,44.78,0.98,32,46.35%,40%,20%,1099,$91.04,$97.49,$94.16,$97.52,53.36,B-,B+,B,A,C,C,C+,8.8,88.57%,83.19%,8.81,3.20%,0.60%
FAB,First Trust Multi Cap Value AlphaDEX Fund,"$184,907",-3.85%,"27,920",$71.49,0.53%,1.39%,-0.33%,-0.68%,31.05%,38.04%,"$35,101,900.00","$7,033,300.00","-$99,950.00","$35,101,900.00","$92,549,050.00","$75,502,000.00",All Cap Equities,2007-05-08,0.67%,N/A,$0.91,2021-09-23,$0.29,1.21%,11.60,1.35,674,5.30%,40%,20%,1099,$69.67,$72.92,$70.94,$72.55,56.19,B+,B+,C+,C+,A-,B+,A-,7.7,80.91%,58.91%,233.29,6.19%,4.82%
TPHD,Timothy Plan High Dividend Stock ETF,"$182,742",1.21%,"33,717",$32.26,0.66%,1.97%,1.86%,3.88%,29.47%,N/A,"$53,643,500.00","-$9,483,000.00","-$3,080,000.00","$58,422,000.00","$66,451,500.00","$146,116,440.00",All Cap Equities,2019-04-29,0.52%,N/A,$0.65,2021-11-08,$0.03,2.06%,24.56,1.04,101,14.43%,40%,20%,1099,$31.26,$32.60,$31.97,$32.68,58.93,A,A-,B,B-,A,A-,N/A,7.77,13.46%,60.62%,682.09,14.30%,6.28%
AUSF,Global X Adaptive U.S. Factor ETF,"$176,752",1.43%,"15,255",$31.63,-0.09%,0.31%,1.98%,5.06%,33.04%,N/A,"-$6,126,201.79","$297,024.99","$6,360,951.80","-$6,111,020.91","-$46,194,133.21","$141,531,385.51",All Cap Equities,2018-08-24,0.27%,N/A,$0.75,2021-11-05,$0.18,2.42%,17.91,1.09,174,27.83%,40%,20%,1099,$31.01,$32.31,$31.57,$31.76,55.29,A,B+,A-,B-,A,A-,N/A,10.0,100.00%,100.00%,291.05,7.65%,6.52%
ETHO,Etho Climate Leadership U.S. ETF,"$168,057",-18.61%,"6,309",$52.07,0.54%,1.68%,-0.98%,-16.32%,25.81%,60.12%,"$5,937,000.00",$0.00,"$2,580,000.00","$5,937,000.00","$81,106,000.00","$121,034,000.00",All Cap Equities,2015-11-18,0.47%,N/A,$0.46,2021-09-21,$0.12,0.70%,24.63,1.05,273,6.67%,40%,20%,1099,$50.83,$53.12,$51.70,$52.82,55.34,B,B,B,A-,B-,B-,N/A,8.1,48.50%,68.50%,58.56,0.00%,12.33%
FAD,First Trust Multi Cap Growth AlphaDEX Fund,"$167,333",-20.82%,"10,591",$99.16,0.82%,1.56%,-1.75%,-18.04%,31.53%,55.57%,"-$40,533,900.00",$0.00,"$5,052,300.00","-$34,431,000.00","-$56,805,600.00","-$11,729,800.00",All Cap Equities,2007-05-08,0.65%,N/A,$0.05,2020-12-24,$0.05,0.04%,26.54,1.09,667,5.87%,40%,20%,1099,$96.87,$102.12,$98.76,$99.97,52.23,B-,B-,B-,A-,C+,C,B+,7.02,62.65%,46.53%,259.31,3.67%,7.94%
VFMF,Vanguard U.S. Multifactor ETF,"$166,051",-3.18%,"7,828",$102.14,0.57%,0.91%,-1.09%,0.04%,33.06%,N/A,"$54,226,950.00",$0.00,"$7,839,750.00","$56,825,700.00","$67,508,550.00","$156,805,800.00",All Cap Equities,2018-02-13,0.18%,N/A,$1.36,2021-09-24,$0.32,1.24%,13.00,1.10,609,10.03%,40%,20%,1099,$100.09,$105.28,$101.42,$103.26,54.28,B+,C+,A,B-,B+,B+,N/A,7.32,13.49%,51.41%,185.53,3.97%,6.17%
SIXL,ETC 6 Meridian Low Beta Equity ETF,"$154,074",-6.02%,"3,671",$33.47,-0.12%,-0.19%,1.60%,-2.52%,N/A,N/A,"$15,560,949.91","$2,156.81","$33,999.98","$15,560,220.45","$127,432,220.70","$127,432,220.70",All Cap Equities,2020-05-11,0.82%,N/A,$0.21,2021-09-30,$0.04,0.60%,23.71,0.60,241,5.57%,40%,20%,1099,$32.82,$34.24,$33.38,$33.62,55.25,C+,C+,C,N/A,A,C+,N/A,7.16,68.50%,48.66%,374.9,11.71%,10.14%
LSAF,LeaderShares AlphaFactor US Core Equity ETF,"$151,369",-9.80%,"17,848",$31.35,0.48%,1.03%,-1.15%,-6.91%,19.19%,N/A,"-$2,036,000.00",$0.00,"$797,500.00","$33,689,750.00","$60,788,500.00","$128,048,750.00",All Cap Equities,2018-10-02,0.75%,N/A,$0.10,2021-09-24,$0.02,0.29%,18.75,1.18,101,11.87%,40%,20%,1099,$30.73,$32.16,$31.07,$31.83,55.33,C+,B+,C+,B,B-,C+,N/A,8.47,66.44%,77.04%,364.27,7.22%,3.58%
IPO,Renaissance IPO ETF,"$143,384",-53.67%,"49,571",$26.80,0.07%,2.28%,-7.36%,-52.73%,-11.03%,-3.34%,"-$61,800,585.00",$0.00,"-$2,709,515.00","-$85,656,265.00","$247,115,630.00","$268,500,105.00",All Cap Equities,2013-10-14,0.60%,N/A,$0.00,2020-03-20,$0.07,0.00%,0.00,1.20,82,46.87%,40%,20%,1099,$25.30,$28.40,$26.20,$27.84,47.71,B-,A,B-,A,C,C,C,5.37,0.52%,28.60%,27.45,0.89%,11.88%
DEUS,Xtrackers Russell US Multifactor ETF,"$141,856",-8.21%,"29,266",$43.85,0.53%,1.30%,1.20%,-5.28%,27.46%,48.08%,"-$27,793,000.00",$0.00,$0.00,"-$27,492,350.00","-$105,768,350.00","-$46,540,950.00",All Cap Equities,2015-11-24,0.17%,N/A,$0.53,2021-09-17,$0.13,1.11%,19.07,1.06,835,8.57%,40%,20%,1099,$42.61,$44.52,$43.51,$44.36,57.82,A,B,A,B+,B+,B+,N/A,8.46,65.83%,76.81%,249.22,7.37%,6.11%
