Symbol,ETF Name,Total Assets,YTD,Avg Volume,Previous Closing Price,1-Day Change,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
DALI,First Trust Dorsey Wright DALI 1 ETF,"$138,267",-7.13%,"19,408",$24.66,1.73%,1.07%,-4.82%,-5.15%,21.55%,N/A,"$26,858,876.50",$0.00,"-$5,079,914.00","$19,038,840.00","$74,226,221.50","$142,594,194.50",All Cap Equities,2018-05-14,0.92%,N/A,$0.01,2021-09-23,$0.00,0.03%,24.25,0.88,8,99.99%,40%,20%,1099,$24.12,$25.89,$24.34,$24.94,45.75,C+,A-,C,C+,C+,B,N/A,5.81,12.22%,32.90%,0.0,0.00%,0.00%
PVAL,Putnam Focused Large Cap Value ETF,"$135,001",-0.29%,"61,775",$27.68,0.58%,1.36%,-0.03%,2.72%,N/A,N/A,"$110,094,523.88","$2,739,899.60","$8,975,032.28","$113,502,165.65","$118,234,529.73","$118,234,529.73",All Cap Equities,2021-05-25,0.55%,N/A,$0.00,N/A,N/A,0.00%,20.51,1.04,46,34.34%,40%,20%,1099,$27.12,$28.35,$27.47,$28.01,56.34,B+,B,B,B,A-,B,N/A,8.23,57.15%,71.53%,183.58,11.77%,4.74%
BFOR,ALPS Barron's 400 ETF,"$134,136",-12.54%,"5,303",$56.36,0.79%,1.38%,-2.17%,-9.45%,36.06%,43.07%,"-$5,851,250.00",$0.00,"$1,408,750.00","-$5,851,250.00","-$42,439,250.00","-$101,601,750.00",All Cap Equities,2013-06-04,0.65%,N/A,$0.50,2021-09-16,$0.02,0.77%,15.70,1.17,401,3.66%,40%,20%,1099,$55.04,$58.27,$55.76,$57.25,53.41,B-,B-,C+,B+,B-,B-,B+,6.76,55.33%,42.90%,261.86,1.30%,6.02%
QMOM,Momentumshares US Quantitative Momementum ETF,"$134,057",-5.15%,"28,506",$47.59,0.42%,0.00%,-6.17%,-3.43%,50.87%,68.08%,"$51,510,700.00","-$8,920,700.00","-$1,912,100.00","$52,000,300.00","$49,781,700.00","$64,211,700.00",All Cap Equities,2015-12-02,0.49%,N/A,$0.00,2020-03-16,$0.04,0.00%,0.00,1.18,52,21.56%,40%,20%,1099,$46.64,$51.89,$47.19,$48.25,44.06,B-,B-,B,A,C+,C,N/A,6.9,58.33%,44.79%,643.61,1.91%,7.79%
HKND,Humankind US Stock ETF,"$128,748",-6.30%,"7,566",$27.51,0.59%,1.35%,1.80%,-3.24%,N/A,N/A,"$23,713,000.00",$0.00,"-$81,000.00","$25,168,500.00","$70,554,000.00","$70,554,000.00",All Cap Equities,2021-02-24,0.11%,N/A,$0.22,2021-09-15,$0.12,0.77%,22.52,0.88,986,26.20%,40%,20%,1099,$26.75,$27.86,$27.46,$27.53,58.00,A-,B-,A,N/A,A-,B,N/A,9.03,84.78%,87.28%,63.26,3.47%,8.46%
MOHR,Collaborative Investment Series Trust - Mohr Growth ETF,"$127,660",-21.97%,"39,272",$19.55,-0.10%,-0.08%,0.08%,-19.78%,N/A,N/A,"$139,644,285.00","$12,225,967.50","$13,203,847.50","$140,267,307.50","$142,164,630.00","$142,164,630.00",All Cap Equities,2021-11-03,0.96%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,100.00%,40%,20%,1099,$19.50,$19.59,$19.53,$19.56,44.71,N/A,A-,C,N/A,A,N/A,N/A,6.15,6.81%,36.69%,100.27,0.00%,2.23%
RYJ,Invesco Raymond James SB-1 Equity ETF,"$120,858",-11.12%,"2,222",$55.87,0.99%,1.81%,-1.59%,-8.05%,21.17%,34.49%,"-$2,351,670.00",$0.00,"-$559,590.00","-$2,351,670.00","-$52,559,980.00","-$97,568,780.00",All Cap Equities,2006-05-19,0.81%,N/A,$0.14,2020-12-21,$0.14,0.22%,29.38,1.45,188,6.58%,40%,20%,1099,$54.36,$57.21,$55.56,$56.48,53.12,C,C+,C+,C+,B-,C,B,6.27,39.23%,37.82%,131.06,2.04%,6.47%
JSTC,Adasina Social Justice All Cap Global ETF,"$109,831",-14.25%,"23,200",$15.60,1.50%,2.66%,2.29%,-11.77%,N/A,N/A,"$36,806,780.00","$3,024,520.00","$3,024,520.00","$38,619,780.00","$115,754,305.00","$115,754,305.00",All Cap Equities,2020-12-10,0.89%,N/A,$0.07,2021-06-21,$0.07,0.36%,0.00,1.00,639,18.62%,40%,20%,1099,$14.97,$15.66,$15.38,$15.81,60.81,B+,B+,C,N/A,B+,A-,N/A,8.69,62.52%,81.05%,33.41,2.03%,7.11%
XITK,SPDR FactSet Innovative Technology ETF,"$104,983",-44.27%,"6,977",$106.29,2.37%,6.93%,-1.13%,-44.03%,-4.01%,36.96%,"-$51,617,975.41","$2,987,055.69","$909,229.37","-$59,041,262.30","$58,181,646.69","$106,103,109.79",All Cap Equities,2016-01-13,0.45%,N/A,$0.13,2020-12-21,$0.13,0.06%,45.43,1.13,94,21.25%,40%,20%,1099,$95.98,$107.08,$104.40,$109.09,56.20,B-,B+,B,A,C,C,N/A,5.61,27.54%,30.49%,11.18,0.00%,2.48%
CVY,Invesco Zacks Multi-Asset Income ETF,"$102,308",-6.79%,"9,806",$22.18,1.09%,0.96%,-1.43%,-3.85%,5.81%,19.57%,"-$13,221,190.00",$0.00,$0.00,"-$13,221,190.00","-$88,563,680.00","-$217,913,680.00",All Cap Equities,2006-09-21,1.00%,Charles Schwab,$0.74,2021-09-20,$0.26,2.95%,10.65,1.20,149,12.02%,40%,20%,1099,$21.69,$22.91,$21.96,$22.49,53.30,B,B,C,C,A-,A,B,6.48,46.69%,39.79%,248.48,2.97%,1.22%
PWC,Invesco Dynamic Market ETF,"$101,349",-11.86%,"2,675",$109.86,-0.20%,-0.30%,-0.43%,-9.65%,14.75%,23.69%,"-$12,114,140.00",$0.00,"$1,106,450.00","-$14,636,300.00","-$54,639,940.00","-$66,626,840.00",All Cap Equities,2003-05-01,0.60%,N/A,$0.70,2021-09-20,$0.15,0.56%,16.27,1.01,101,31.61%,40%,20%,1099,$108.46,$113.57,$108.97,$111.28,54.24,C+,C,B,B-,B-,B-,B-,6.19,2.10%,37.10%,117.31,1.75%,11.05%
WINN,Harbor Long-Term Growers ETF,"$98,034",N/A,"48,306",$14.59,0.90%,1.89%,-0.88%,N/A,N/A,N/A,"$97,965,000.00","$2,150,000.00","$8,774,250.00","$97,965,000.00","$97,965,000.00","$97,965,000.00",All Cap Equities,2022-02-02,0.57%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73,50.59%,40%,20%,1099,$14.17,$14.93,$14.42,$14.84,51.79,N/A,A-,B,N/A,C+,N/A,N/A,7.36,14.16%,52.13%,23.88,3.33%,8.10%
DEIF,Sterling Capital Diverse Multi-Manager Active ETF,"$95,480",-6.37%,194,$23.95,0.34%,1.28%,1.13%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$97,032,000.00","$97,032,000.00","$97,032,000.00",All Cap Equities,2021-12-13,0.65%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,135,23.06%,40%,20%,1099,$23.33,$24.34,$23.92,$23.96,56.22,N/A,C,B,N/A,B+,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MJUS,ETFMG U.S. Alternative Harvest ETF,"$87,694",-60.81%,"132,558",$2.32,-2.93%,-20.27%,-20.27%,-60.89%,N/A,N/A,"$105,461,691.00","$259,065.00","-$9,269,722.00","$107,863,476.00","$114,550,570.00","$114,550,570.00",All Cap Equities,2021-05-12,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.00,-2.39,15,114.54%,40%,20%,1099,$2.39,$3.19,$2.25,$2.42,39.04,B-,A,B-,C,C,B-,N/A,2.27,0.00%,2.69%,31.42,0.00%,0.02%
ABEQ,Absolute Select Value ETF,"$86,408",-0.07%,"16,049",$28.31,0.68%,1.08%,2.14%,3.33%,N/A,N/A,"$26,713,250.00",$0.00,$0.00,"$26,713,250.00","$72,981,975.41","$72,981,975.41",All Cap Equities,2020-01-21,0.85%,N/A,$0.22,2021-06-29,$0.04,0.78%,16.71,0.72,25,63.08%,40%,20%,1099,$27.55,$28.61,$28.21,$28.41,60.62,B,B+,C,N/A,A,B-,N/A,7.98,0.00%,65.37%,265.42,16.28%,2.61%
FFHG,Formula Folios Hedged Growth ETF,"$83,928",-12.78%,"31,589",$32.38,0.53%,1.05%,-0.05%,-10.50%,17.16%,23.21%,"$47,354,000.00",$0.00,"$58,932,000.00","$45,535,500.00","$11,734,000.00","$33,780,500.00",All Cap Equities,2017-06-06,1.13%,N/A,$0.12,2021-06-15,$0.04,0.31%,23.95,0.78,7,99.99%,40%,20%,1099,$31.91,$32.69,$32.33,$32.48,54.99,C+,B-,C,C+,A-,C+,N/A,6.71,4.58%,42.33%,176.34,3.19%,3.38%
VFMV,Vanguard U.S. Minimum Volatility ETF,"$80,168",-3.95%,"4,895",$100.99,0.18%,0.35%,1.70%,-1.04%,17.83%,N/A,"$30,368,650.00",$0.00,"$6,154,750.00","$32,443,850.00","-$18,413,200.00","$73,632,550.00",All Cap Equities,2018-02-13,0.13%,N/A,$1.67,2021-09-24,$0.66,1.62%,26.80,0.79,193,15.37%,40%,20%,1099,$99.04,$102.95,$99.91,$102.77,57.07,A,C+,A,B,A,A-,N/A,7.49,17.24%,54.52%,136.39,4.46%,9.50%
WBIY,WBI Power Factor High Dividend ETF,"$79,458",3.54%,"11,274",$28.14,0.97%,1.86%,-0.70%,8.39%,23.15%,32.48%,"$3,851,000.00","$1,379,500.00","-$16,500.00","$3,851,000.00","-$17,657,500.00","$46,039,500.00",All Cap Equities,2016-12-19,0.70%,N/A,$1.16,2021-09-27,$0.30,4.11%,16.24,1.35,52,48.63%,40%,20%,1099,$27.29,$28.76,$27.84,$28.59,56.83,B,B,C+,C,A,A,N/A,9.5,93.97%,94.01%,160.93,0.92%,2.89%
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,"$68,334",-9.73%,"9,674",$29.98,0.98%,1.88%,-1.73%,-6.53%,24.71%,35.33%,"$25,329,326.50",$0.00,"-$1,504,088.50","$23,638,020.50","$21,364,350.00","$45,275,775.00",All Cap Equities,2014-03-10,0.60%,N/A,$0.71,2021-09-23,$0.25,2.08%,12.55,0.99,51,35.66%,40%,20%,1099,$29.20,$30.95,$29.89,$30.05,52.27,A-,B,B-,A-,B+,A-,N/A,7.04,5.45%,46.91%,377.16,8.22%,4.00%
BKCI,BNY Mellon Concentrated International ETF,"$63,850",-15.78%,"4,900",$43.65,1.87%,2.75%,3.83%,-14.36%,N/A,N/A,"$55,049,700.00",$0.00,$0.00,"$55,049,700.00","$55,049,700.00","$55,049,700.00",All Cap Equities,2021-12-06,0.80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,43.49%,40%,20%,1099,$41.22,$43.52,$43.57,$43.71,66.12,N/A,B+,C,N/A,B+,N/A,N/A,8.81,45.50%,83.52%,247.35,7.03%,10.51%
PFI,Invesco DWA Financial Momentum ETF,"$62,644",-21.83%,"5,640",$42.07,-0.54%,-0.48%,-0.94%,-20.43%,16.72%,28.98%,"-$52,480,840.00",$0.00,"$423,480.00","-$31,822,010.00","$8,674,790.00","-$5,741,310.00",All Cap Equities,2006-10-12,0.60%,N/A,$0.64,2021-09-20,$0.23,1.08%,16.53,1.01,47,37.44%,40%,20%,1099,$41.67,$43.74,$41.77,$42.61,49.08,B-,B+,B-,B,C+,B+,B-,4.86,16.03%,23.91%,17.25,0.00%,1.80%
YOLO,AdvisorShares Pure Cannabis ETF,"$61,698",-66.04%,"68,058",$4.40,-1.79%,-14.23%,-16.19%,-65.89%,-59.22%,N/A,"-$10,765,873.30",$0.00,$0.00,"-$12,480,614.90","$219,151,966.10","$299,274,991.10",All Cap Equities,2019-04-17,0.88%,N/A,$0.04,2020-12-24,$0.04,0.22%,0.00,1.64,24,87.32%,40%,20%,1099,$4.48,$5.61,$4.29,$4.58,39.68,B-,A-,C,N/A,C,A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RUFF,Alpha Dog ETF,"$61,634",-24.39%,"9,780",$18.24,-0.05%,-0.11%,-1.51%,-22.98%,N/A,N/A,"$4,882,882.50",$0.00,$0.00,"$16,935,250.00","$84,450,937.50","$84,450,937.50",All Cap Equities,2021-10-15,0.90%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,42,35.40%,40%,20%,1099,$18.07,$18.82,$18.12,$18.43,48.19,B-,B,C,C+,B+,B+,N/A,8.25,57.79%,71.83%,216.6,4.03%,5.91%
DFNV,Donoghue Forlines Risk Managed Innovation ETF,"$57,185",-21.60%,"15,498",$23.05,0.79%,1.78%,0.50%,-19.30%,N/A,N/A,"-$4,875,305.00","-$1,697,902.50","-$2,271,567.50","-$4,111,482.50","$66,800,832.50","$66,800,832.50",All Cap Equities,2020-12-08,0.69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82,57.83%,40%,20%,1099,$22.47,$23.11,$22.68,$23.39,56.42,N/A,N/A,C+,N/A,N/A,N/A,N/A,7.03,39.37%,46.74%,15.32,1.49%,6.59%
MBOX,Freedom Day Dividend ETF,"$57,095",-2.26%,"9,458",$26.13,0.27%,0.65%,-0.40%,0.82%,N/A,N/A,"$21,954,802.00","$1,563,387.00","$3,131,832.00","$23,046,156.00","$51,542,691.00","$51,542,691.00",All Cap Equities,2021-05-05,0.39%,N/A,$0.13,2021-09-13,$0.09,0.48%,19.55,0.82,53,26.21%,40%,20%,1099,$25.67,$26.69,$26.06,$26.20,55.41,A,B,A-,A,B+,A-,N/A,10.0,100.00%,100.00%,145.9,7.62%,4.91%
CSD,Invesco S&P Spin-Off ETF,"$55,783",-10.57%,797,$55.61,1.78%,1.68%,-0.65%,-7.59%,14.12%,12.05%,"-$8,488,660.00",$0.00,"-$552,180.00","-$8,488,660.00","-$47,990,050.00","-$143,130,900.00",All Cap Equities,2006-12-15,0.65%,N/A,$0.55,2020-12-21,$0.55,0.85%,24.21,1.55,25,53.23%,40%,20%,1099,$53.64,$56.55,$55.29,$55.77,56.02,C,C+,B-,C,B,B-,C,7.94,85.92%,64.52%,195.53,19.79%,3.79%
PY,Principal Value ETF,"$52,903",-2.21%,"25,840",$42.45,0.40%,1.02%,1.56%,0.55%,37.85%,51.94%,"-$12,913,895.00","-$21,086,600.00","-$21,086,600.00","-$10,745,975.00","$46,384,525.00","$48,117,040.00",All Cap Equities,2016-03-21,0.15%,N/A,$1.16,2021-10-01,$0.41,2.63%,11.56,1.32,81,20.03%,40%,20%,1099,$41.41,$43.18,$42.26,$42.62,57.24,A,A-,A,C+,A-,A-,N/A,8.23,56.98%,71.44%,108.69,12.38%,5.45%
BUL,Pacer US Cash Cows Growth ETF,"$51,285",-12.83%,"30,955",$37.52,2.32%,2.94%,-1.21%,-11.38%,48.16%,N/A,"$31,361,405.00","$9,112,870.00","$29,519,535.00","$47,875,380.00","$50,168,245.00","$52,662,270.22",All Cap Equities,2019-05-02,0.60%,N/A,$0.06,2021-06-21,$0.01,0.13%,23.77,1.18,51,51.53%,40%,20%,1099,$36.21,$38.05,$37.13,$38.11,57.29,C+,B+,B-,N/A,C+,C+,N/A,8.02,41.35%,66.45%,177.01,3.11%,5.84%
SENT,AdvisorShares Alpha DNA Equity Sentiment ETF,"$47,197",-15.78%,"8,392",$23.26,-0.09%,1.41%,-2.42%,-13.86%,N/A,N/A,"-$15,500,500.00",$0.00,"-$835,765.00","-$16,855,550.00","$53,761,450.00","$53,761,450.00",All Cap Equities,2021-02-02,1.01%,N/A,$0.00,N/A,N/A,0.00%,26.99,1.18,98,12.37%,40%,20%,1099,$22.85,$23.95,$23.19,$23.35,51.25,C,B,C,N/A,B,C,N/A,6.04,31.08%,35.64%,124.4,0.00%,6.60%
ESGS,Columbia U.S. ESG Equity Income ETF,"$41,990",3.31%,"4,857",$38.63,1.02%,2.15%,0.81%,6.81%,37.11%,45.58%,"$16,105,950.00",$0.00,$0.00,"$17,957,250.00","$32,098,501.10","$33,589,101.10",All Cap Equities,2016-06-13,0.35%,N/A,$0.84,2021-09-24,$0.23,2.23%,13.74,1.17,102,34.00%,40%,20%,1099,$37.45,$39.07,$38.52,$38.70,58.77,A-,B-,B+,B-,A,A-,N/A,10.0,100.00%,100.00%,199.63,5.69%,3.71%
SHUS,Syntax Stratified U.S. Total Market Hedged ETF,"$41,687",-1.70%,"2,257",$40.70,0.07%,0.87%,-0.07%,-0.27%,N/A,N/A,"-$2,769,250.00",$0.00,$0.00,"-$2,745,250.00","-$1,246,000.00","-$1,246,000.00",All Cap Equities,2021-06-15,0.65%,N/A,$0.00,N/A,N/A,0.00%,23.23,0.89,4,99.99%,40%,20%,1099,$39.91,$41.30,$40.56,$40.98,56.69,B+,B,B,A-,B+,C,N/A,7.88,76.40%,63.14%,194.73,6.38%,6.13%
PBS,Invesco Dynamic Media ETF,"$35,902",-33.21%,"8,740",$33.79,1.78%,2.27%,-2.44%,-32.11%,4.27%,24.52%,"-$17,181,310.00","$1,323,830.00","$2,697,230.00","-$22,317,770.00","-$11,646,470.00","-$15,577,970.00",All Cap Equities,2005-06-23,0.63%,Charles Schwab,$0.29,2021-09-20,$0.00,0.52%,23.82,1.18,31,47.83%,40%,20%,1099,$32.48,$35.09,$33.48,$34.20,50.52,C+,B-,B-,B+,C+,C,B-,5.38,20.22%,28.64%,9.42,0.00%,0.36%
WFH,Direxion Work From Home ETF,"$35,522",-41.33%,"4,417",$43.45,1.09%,4.70%,-2.84%,-40.73%,N/A,N/A,"-$32,609,025.00",$0.00,"-$1,058,575.00","-$36,300,575.00","$24,137,775.00","$24,137,775.00",All Cap Equities,2020-06-25,0.45%,N/A,$0.69,2021-09-21,$0.05,0.86%,0.00,1.03,41,32.59%,40%,20%,1099,$40.58,$44.32,$42.78,$44.51,52.72,C+,B-,B+,N/A,C,B-,N/A,9.01,90.63%,87.01%,11.05,0.00%,6.98%
DFRA,Donoghue Forlines Yield Enhanced Real Asset ETF,"$32,309",9.33%,"9,314",$26.75,1.48%,1.43%,-1.09%,N/A,N/A,N/A,"-$23,320,717.50","$5,275,000.00","$5,275,000.00","$32,782,075.00","$32,782,075.00","$32,782,075.00",All Cap Equities,2021-12-14,0.69%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77,22.76%,40%,20%,1099,$26.03,$27.41,$26.61,$26.92,55.38,N/A,A-,B,N/A,B,N/A,N/A,7.13,45.51%,48.21%,466.52,4.86%,1.51%
AQGX,AI Quality Growth ETF,"$31,359",-25.83%,"6,338",$12.71,1.27%,2.97%,1.08%,-24.28%,N/A,N/A,"-$21,972,953.90",$0.00,"$123,662.30","-$21,456,223.70","-$18,469,881.71","-$18,469,881.71",All Cap Equities,2021-11-05,0.96%,N/A,$0.00,N/A,N/A,0.00%,N/A,0.00,42,33.19%,40%,20%,1099,$12.13,$12.79,$12.67,$12.78,57.23,C+,B+,C,N/A,C+,B,N/A,9.69,95.91%,95.59%,47.24,2.16%,4.24%
GFGF,Guru Favorite Stocks ETF Guru Favorite Stocks Fund,"$29,298",-17.22%,"5,015",$20.98,1.11%,1.52%,0.82%,N/A,N/A,N/A,"$14,505,325.00",$0.00,"-$208,503.00","$17,814,691.00","$17,814,691.00","$17,814,691.00",All Cap Equities,2021-12-16,0.65%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,45.93%,40%,20%,1099,$20.36,$21.29,$20.98,$20.98,56.07,N/A,C,B-,N/A,B-,N/A,N/A,9.79,96.97%,96.30%,27.44,6.87%,1.43%
UDIV,Franklin U.S. Core Dividend Tilt Index ETF,"$28,602",-10.77%,"10,346",$32.05,1.01%,2.64%,1.14%,-7.69%,14.67%,30.73%,"-$5,172,000.00","-$1,555,500.00","-$6,256,500.00","-$5,172,000.00","-$5,172,000.00","-$5,172,000.00",All Cap Equities,2016-06-01,0.06%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,317,24.97%,40%,20%,1099,$30.98,$32.31,$31.74,$32.52,56.75,A,B+,A-,B+,A-,N/A,N/A,8.5,42.31%,77.46%,195.34,5.70%,5.89%
